,SITE,B/L Number,B/L Weight (LB),Freight Amount ($),Truck Appt. Time,State,Ship to City,Ship to Customer,Order Number,Order Item,CSR,Freight Term,Unshipped Weight (Lb),Product Code,Pick Weight (Lb),Number of Pallet,Pickup By,Carrier ID,Arrange By,Unit Freight (cent/Lb),Waybill Number,Sales Code,Transportation Code,Transaction Type,Product Group,report_run,report_hour,report_date,Truck Appointment Date,PickUp Date,Require Date,Schedule Date,Change Date,file_name,index,City,Latitude,Longitude
822,PFCH,WZ00577,12158.0,0.0,,NC,DURHAM,LINDENMYER MONROE-DURHAM,W400577,1.0,CY,P,6967.29,HSB0631801500AM-64,6968.0,4,IPHQMK43,,,0.0,,SWDL,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-14,2024-02-14,2024-02-19,2024-02-14,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,146.0,DURHAM,35.9940329,-78.898619
823,PFCH,WZ00611,15397.0,0.0,,CT,BRANFORD,STANPAK PACKAGING,W400611,2.0,JWO,P,1512.92,EPB0801976000AM-40,1513.0,1,CMHQAA7K,,,0.0,,SWLD,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-27,2024-03-04,2024-03-04,2024-02-27,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,213.0,BRANFORD,41.2799027,-72.8141185
824,PFCH,WZ00611,15397.0,0.0,,CT,BRANFORD,STANPAK PACKAGING,W400611,4.0,JWO,P,1424.08,HBT180450450AM-48,1425.0,1,CMHQAA7K,,,0.0,,SWLD,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-27,2024-03-04,2024-03-04,2024-02-27,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,213.0,BRANFORD,41.2799027,-72.8141185
825,PFCH,WZ00611,15397.0,0.0,,CT,BRANFORD,STANPAK PACKAGING,W400611,7.0,JWO,P,2364.0,EPB0751975000AM-40,2364.0,2,CMHQAA7K,,,0.0,,SWLD,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-27,2024-03-04,2024-03-04,2024-02-27,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,213.0,BRANFORD,41.2799027,-72.8141185
826,PFCH,WZ00611,15397.0,0.0,,CT,BRANFORD,STANPAK PACKAGING,W400611,8.0,JWO,P,1268.68,EPB1151973500AM-40,1269.0,1,CMHQAA7K,,,0.0,,SWLD,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-27,2024-03-04,2024-03-04,2024-02-27,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,213.0,BRANFORD,41.2799027,-72.8141185
827,PFCH,WZ00611,15397.0,0.0,,CT,BRANFORD,STANPAK PACKAGING,W400929,1.0,JWO,P,2773.76,EHB0551978000AM-40,2774.0,2,CMHQAA7K,,,0.0,,SWLD,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-28,2024-03-05,2024-03-05,2024-02-28,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,213.0,BRANFORD,41.2799027,-72.8141185
828,PFCH,WZ00611,15397.0,0.0,,CT,BRANFORD,STANPAK PACKAGING,W400611,3.0,JWO,P,6051.68,EHB0801976000AM-40,6052.0,4,CMHQAA7K,,,0.0,,SWLD,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-04,2024-03-04,2024-03-04,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,213.0,BRANFORD,41.2799027,-72.8141185
829,PFCH,WZ00626,12646.0,0.0,,FL,LAKE WALES,FLORIDA NATURAL GROWERS,W400626,1.0,EV,P,6690.6,ELB0632957500AM-20,6690.0,6,IPAMMK0F,,,0.0,,SWKM,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-07,2024-03-20,2024-02-05,2024-02-07,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,215.0,LAKE WALES,27.9014133,-81.5859099
830,PFCH,WZ00626,12646.0,0.0,,FL,LAKE WALES,FLORIDA NATURAL GROWERS,W400626,2.0,EV,P,5957.28,ELB0631977500AM-40,5956.0,4,IPAMMK0F,,,0.0,,SWKM,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-07,2024-03-20,2024-02-23,2024-02-26,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,215.0,LAKE WALES,27.9014133,-81.5859099
831,PFCH,WZ00655,8670.0,0.0,,PA,LEVITTOWN,HUGHES ENTERPRISES PACKAGING SYSTEMS,W400655,3.0,PY,P,8671.68,PSB0301701476AM-48,1734.0,3,IPHQMK95,,,0.0,,SWAN,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-23,2024-02-27,2024-02-27,2024-02-23,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,217.0,LEVITTOWN,40.1551096,-74.8287747
832,PFCH,WZ00655,8670.0,0.0,,PA,LEVITTOWN,HUGHES ENTERPRISES PACKAGING SYSTEMS,W400655,3.0,PY,P,8671.68,PSB0301701476AM-48,6936.0,12,CMHQAAAD,,,0.0,,SWAN,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-26,2024-02-27,2024-02-27,2024-02-26,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,217.0,LEVITTOWN,40.1551096,-74.8287747
833,PFCH,WZ00663,8286.0,0.0,,GA,BUFORD,SHERWIN WILLIAMS,W400663,3.0,EV,P,3568.32,AM1-29563,3568.0,4,IPAMMK0F,,,0.0,,SWKM,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-01,2024-03-25,2024-03-25,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,173.0,BUFORD,34.1206564,-84.0043513
834,PFCH,WZ00663,8286.0,0.0,,GA,BUFORD,SHERWIN WILLIAMS,W400663,2.0,EV,P,8093.56,PSB0301701476AM-112P,4718.0,14,IPAMMK0F,,,0.0,,SWKM,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-04,2024-03-25,2024-03-25,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,173.0,BUFORD,34.1206564,-84.0043513
835,PFCH,WZ00750,10644.0,0.0,,IL,ROCKDALE,PRISM PACKAGING CONSULTANTS,W400750,4.0,JNF,P,14868.0,EHB0602957500AM-20,8496.0,8,CMHQAA0C,,,0.0,,SWMZ,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-01,2024-03-08,2024-03-08,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,49.0,ROCKDALE,41.5061419,-88.1145036
836,PFCH,WZ00750,10644.0,0.0,,IL,ROCKDALE,PRISM PACKAGING CONSULTANTS,W400750,7.0,JNF,P,8590.4,ELB0702956500AM-20,2148.0,2,CMHQAA0C,,,0.0,,SWMZ,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-01,2024-03-08,2024-03-08,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,49.0,ROCKDALE,41.5061419,-88.1145036
837,PFCH,WZ00872,4732.0,0.0,,NY,E SYRACUSE,VAN ALLSTINE AND SONS,W400872,1.0,PY,P,1386.88,EHB0551978000AM-40,1387.0,1,CMHQAAAD,,,0.0,,SWAN,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-23,2024-03-08,2024-03-08,2024-02-23,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,45.0,E SYRACUSE,,
838,PFCH,WZ00872,4732.0,0.0,,NY,E SYRACUSE,VAN ALLSTINE AND SONS,W400872,3.0,PY,P,3345.3,ELB0632957500AM-20,3345.0,3,CMHQAAAD,,,0.0,,SWAN,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-23,2024-03-08,2024-03-08,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,45.0,E SYRACUSE,,
839,PFCH,WZ00892,3328.0,0.0,,PA,BRADFORD,GRAHAM PACKAGING,W400892,1.0,MN,P,5823.3,AM10472957500C815-20,3328.0,4,IPHQMK37,,,0.0,,SWSP,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-26,2024-03-08,2024-03-16,2024-02-26,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,220.0,BRADFORD,41.9564953,-78.649163
840,PFCH,WZ00893,8960.0,0.0,,PA,LEVITTOWN,HUGHES ENTERPRISES PACKAGING SYSTEMS,W400893,2.0,PY,P,14080.0,EPB0802005000AM-40,8960.0,7,CMHQAAAD,,,0.0,,SWAN,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-27,2024-03-20,2024-03-20,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,217.0,LEVITTOWN,40.1551096,-74.8287747
841,PFCH,WZ00943,3096.0,0.0,,FL,JACKSONVILLE,ROBINSON TAPES & LABELS,W400943,2.0,EV,P,4644.86,HSB0631601500AM-64,3096.0,2,IPAMMK0F,,,0.0,,SWKM,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-01,2024-03-04,2024-03-15,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,221.0,JACKSONVILLE,30.3321838,-81.655651
842,PFCH,WZ00965,6197.0,0.0,,PA,LEVITTOWN,HUGHES ENTERPRISES PACKAGING SYSTEMS,W400965,1.0,PY,P,4414.08,HLP140450450AM-64,4413.0,3,CMHQAAAD,,,0.0,,SWAN,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-28,2024-03-18,2024-03-18,2024-02-28,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,217.0,LEVITTOWN,40.1551096,-74.8287747
843,PFCH,WZ00965,6197.0,0.0,,PA,LEVITTOWN,HUGHES ENTERPRISES PACKAGING SYSTEMS,W400965,2.0,PY,P,1784.16,AM1-29563,1784.0,2,CMHQAAAD,,,0.0,,SWAN,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-28,2024-03-18,2024-03-18,2024-02-28,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,217.0,LEVITTOWN,40.1551096,-74.8287747
844,PFCH,WZ00978,3352.0,0.0,,PA,LEVITTOWN,HUGHES ENTERPRISES PACKAGING SYSTEMS,W400978,1.0,PY,P,8378.0,AM1-29571,3352.0,4,CMHQAAAD,,,0.0,,SWAN,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-01,2024-03-12,2024-03-16,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,217.0,LEVITTOWN,40.1551096,-74.8287747
845,PFCH,WZ00996,13380.0,0.0,,SC,GREENVILLE,"MAULDIN, SC  - DC 5",W400996,1.0,JZU,P,23209.8,PSB0301501968F181A-126P,13380.0,30,CMHQAA6A,,,0.0,,SWMR,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-04,2024-03-15,2024-03-15,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,72.0,GREENVILLE,34.8526176,-82.3940104
846,PFCH,WZ01009,2894.0,0.0,,IN,LAWRENCEBURG,ANCHOR GLASS - LAWRENCEBURG,W401009,1.0,SV,P,14467.68,ELB0511979000AM-40,2894.0,2,IPAMMK0F,,,0.0,,SWSP,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-04,2024-03-18,2024-03-18,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,,,,
847,PFCH,WZ01010,9000.0,0.0,,NY,E SYRACUSE,VAN ALLSTINE AND SONS,W401010,1.0,PY,P,3317.76,HCB0801801500AM-48,3318.0,2,CMHQAAAD,,,0.0,,SWAN,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-01,2024-03-19,2024-03-19,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,45.0,E SYRACUSE,,
848,PFCH,WZ01010,9000.0,0.0,,NY,E SYRACUSE,VAN ALLSTINE AND SONS,W401010,2.0,PY,P,1067.8,HLP115400450AM-64,1068.0,1,CMHQAAAD,,,0.0,,SWAN,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-01,2024-03-19,2024-03-19,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,45.0,E SYRACUSE,,
849,PFCH,WZ01010,9000.0,0.0,,NY,E SYRACUSE,VAN ALLSTINE AND SONS,W401010,4.0,PY,P,3345.3,ELB0632957500AM-20,3345.0,3,CMHQAAAD,,,0.0,,SWAN,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-01,2024-03-19,2024-03-19,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,45.0,E SYRACUSE,,
850,PFCH,WZ01010,9000.0,0.0,,NY,E SYRACUSE,VAN ALLSTINE AND SONS,W401010,3.0,PY,P,1268.68,EHB1151973500AM-40,1269.0,1,CMHQAAAD,,,0.0,,SWAN,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-04,2024-03-19,2024-03-19,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,45.0,E SYRACUSE,,
851,PFCH,WZ01017,4161.0,0.0,,KS,KANSAS CITY,BALDINGER BAKERIES KS LLC,W401017,1.0,EV,P,4160.64,EHB0551978000AM-40,4161.0,3,IPAMMK0F,,,0.0,,SWCG,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-01,2024-03-18,2024-03-18,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,222.0,KANSAS CITY,39.1155314,-94.6267873
852,PFCH,WZ01030,1471.0,0.0,,VA,ASHLAND,CANTWELL-CLEARY- RICHMOND,W401030,5.0,JUS,P,1471.36,HLP140450450AM-64,1471.0,1,CMHQAA7T,,,0.0,,SWLU,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-04,2024-03-21,2024-03-21,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,193.0,ASHLAND,37.7590318,-77.4799837
853,PFCH,WZ01040,3568.0,0.0,,PA,HARMONY,SYSCO PITTSBURGH 009,W401040,2.0,JZU,P,3570.73,PSB0301501968AM-126P,3568.0,8,CMHQAA6A,,,0.0,,SWSP,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-01,2024-03-06,2024-03-17,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,223.0,HARMONY,40.801454,-80.1272826
854,PFCH,WZ01043,9261.0,0.0,,MA,WESTWOOD,ROMANOW CONTAINER,W401043,1.0,JWO,P,5736.64,EHB0701976500AM-40,5736.0,4,IPHQPD12,,,0.0,,SWLD,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-01,2024-03-12,2024-03-17,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,224.0,WESTWOOD,42.2139873,-71.2244987
855,PFCH,WZ01043,9261.0,0.0,,MA,WESTWOOD,ROMANOW CONTAINER,W401043,3.0,JWO,P,1658.88,HCB0801801500AM-48,1659.0,1,IPHQPD12,,,0.0,,SWLD,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-01,2024-03-12,2024-03-17,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,224.0,WESTWOOD,42.2139873,-71.2244987
856,PFCH,WZ01043,9261.0,0.0,,MA,WESTWOOD,ROMANOW CONTAINER,W401043,4.0,JWO,P,1866.24,HCB0901801500AM-48,1866.0,1,IPHQPD12,,,0.0,,SWLD,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-01,2024-03-12,2024-03-17,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,224.0,WESTWOOD,42.2139873,-71.2244987
857,PFCH,WZ01044,4392.0,0.0,,GA,CALHOUN,SANCO PACKAGING,W401044,1.0,EV,P,4393.61,PSB0381701476AM-96P,4392.0,12,IPAMMK0F,,,0.0,,SWKM,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-29,2024-03-12,2024-03-12,2024-02-29,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,142.0,CALHOUN,34.502587,-84.9510542
858,PFCH,WZ01046,2928.0,0.0,,AL,BESSEMER,PACE RUNNERS,W401046,1.0,EV,P,2929.07,PSB0381701476AM-96P,2928.0,8,IPAMMK0F,,,0.0,,SWKM,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-04,2024-03-12,2024-03-12,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,,,,
859,PFCH,WZ01047,4392.0,0.0,,GA,AUSTELL,PACE RUNNERS INC,W401047,1.0,EV,P,4393.61,PSB0381701476AM-96P,4392.0,12,IPAMMK0F,,,0.0,,SWKM,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-04,2024-03-12,2024-03-18,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,168.0,AUSTELL,33.8126059,-84.6343783
860,PFCH,WZ05089,16668.0,0.0,,WI,BROOKFIELD,TECHNISOURCE SERVICE GROUP,W305089,1.0,SV,P,48162.81,HSB0671801500AM-64,16668.0,9,IPAMMK0M,,,0.0,,SWSP,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-01-18,2023-11-22,2023-11-22,2024-01-18,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,226.0,BROOKFIELD,43.0609354,-88.1260555
861,PFCH,W4A0557,10380.0,0.0,,PA,ALLENTOWN,LINDENMEYR MUNROE,W400557,2.0,JUS,P,10384.0,EHB0552958000AM-20,10380.0,10,CMHQAA7T,,,0.0,,SWLU,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-04,2024-02-12,2024-02-18,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,,,,
862,PFCH,W4A0610,9248.0,0.0,,NJ,LYNDHURST,B&C INDUSTRIES,W400610,1.0,JWO,P,9249.79,PSB0301701476BB17-48,9248.0,16,CMHQAA7K,,,0.0,,SWLD,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-04,2024-03-04,2024-03-04,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,187.0,LYNDHURST,40.8120171,-74.1243063
863,PFCH,W4A0642,1280.0,0.0,,NC,CHARLOTTE,SOUTHERN PACKAGING SUPPLIES,W400642,1.0,CY,F,1280.0,EPB0802005000AM-40,1280.0,1,IPHQMK43,,,0.0,,SWDL,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-26,2024-02-14,2024-02-23,2024-02-26,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,57.0,CHARLOTTE,35.2270869,-80.8431267
864,PFCH,W4A0680,5415.0,0.0,,NC,CHARLOTTE,APEX CONVERTING & PACKAGING,W400680,6.0,EV,F,5414.4,CLV04740012000AM-12,5415.0,5,IPAMMK0F,,,0.0,,SWDL,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-29,2024-02-29,2024-03-03,2024-02-29,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,57.0,CHARLOTTE,35.2270869,-80.8431267
865,PFCH,W4A0772,5516.0,0.0,,MD,HAVRE DE GRACE,FAIRWAY PACKAGING,W400772,2.0,JUS,P,2537.36,EPB1151973500AM-40,2538.0,2,CMHQAA7T,,,0.0,,SWLU,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-26,2024-02-27,2024-02-27,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,218.0,HAVRE DE GRACE,39.5492792,-76.091617
866,PFCH,W4A0772,5516.0,0.0,,MD,HAVRE DE GRACE,FAIRWAY PACKAGING,W400772,1.0,JUS,P,2982.8,ELB0631977500AM-40,2978.0,2,CMHQAA7T,,,0.0,,SWLU,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-04,2024-02-27,2024-02-27,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,218.0,HAVRE DE GRACE,39.5492792,-76.091617
867,PFCH,W4A0812,2978.0,0.0,,GA,ELBERTON,"SWIFT SUPPLY CO., INC.",W400812,1.0,EV,P,2982.8,EHB0631977500AM-40,2978.0,2,IPAMMK0F,,,0.0,,SWKM,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-04,2024-02-26,2024-03-03,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,,,,
868,PFCH,W4A0891,6273.0,0.0,,RI,PAWTUCKET,RJP PACKAGING,W400891,1.0,JWO,P,484.58,PSB0381501476AM-144P,485.0,1,CMHQAA7K,,,0.0,,SWLD,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-04,2024-03-22,2024-03-22,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,,,,
869,PFCH,W4A0891,6273.0,0.0,,RI,PAWTUCKET,RJP PACKAGING,W400891,7.0,JWO,P,5787.07,ELB0511979000AM-40,5788.0,4,IPAMMK0F,,,0.0,,SWLD,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-04,2024-03-22,2024-03-22,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,,,,
870,PFCH,W4A0972,1202.0,0.0,,LA,MONROE,GRAPHIC PACKAGING INTL.,W400972,1.0,EV,P,1200.5,ELB0611975000AM-50,1202.0,1,IPAMMK0F,,,0.0,,SWPB,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-04,2024-03-04,2024-03-15,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,,,,
871,PFCH,W4A0979,5884.0,0.0,,MD,SAVAGE,CLEARY PACKAGING,W400979,1.0,JUS,P,5886.16,HLP140450450AM-64,5884.0,4,CMHQAA7T,,,0.0,,SWLU,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-04,2024-03-19,2024-03-19,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,,,,
872,PFCH,W4A1028,3612.0,0.0,,NC,BROWNS SUMMIT,SOUTHEASTERN PAPER GROUP,W401028,1.0,EV,P,3611.52,HLP115450450S263-64,3612.0,3,IPAMMK0F,,,0.0,,SWDL,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-04,2024-03-12,2024-03-17,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,,,,
873,PFCH,W4B0999,20846.0,0.0,,WI,PEWAUKEE,LAKELAND SUPPLY INC.,W400999,3.0,JNF,P,20850.48,EHB0631977500AM-40,20846.0,14,CMHQAA0C,,,0.0,,SWMZ,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-04,2024-03-22,2024-03-22,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,,,,
874,PFCH,W4C0573,2596.0,0.0,,NY,BUFFALO,"PARTNERS PACKAGING, INC",W400573,7.0,CY,P,1083.24,EHB0512959000AM-20,1083.0,1,IPHQMK43,,,0.0,,SWAN,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-04,2024-02-14,2024-02-19,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,,,,
875,PFCH,W4C0573,2596.0,0.0,,NY,BUFFALO,"PARTNERS PACKAGING, INC",W400871,3.0,CY,P,1512.96,EHB0801976000AM-40,1513.0,1,IPHQMK43,,,0.0,,SWAN,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-04,2024-03-12,2024-03-12,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,,,,
876,PFCH,W4C0584,11050.0,0.0,,KY,LOUISVILLE,ASSOCIATED PACKAGING INC,W401061,1.0,EV,P,3317.76,HCB0801801500AM-48,3318.0,2,IPAMMK0F,,,0.0,,SWCG,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-01,2024-03-12,2024-03-12,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,116.0,LOUISVILLE,38.2526647,-85.7584557
877,PFCH,W4C0584,11050.0,0.0,,KY,LOUISVILLE,ASSOCIATED PACKAGING INC,W401061,2.0,EV,P,765.15,PSB0301501476AM-36,766.0,2,IPAMMK0F,,,0.0,,SWCG,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-01,2024-03-12,2024-03-12,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,116.0,LOUISVILLE,38.2526647,-85.7584557
878,PFCH,W4C0584,11050.0,0.0,,KY,LOUISVILLE,ASSOCIATED PACKAGING INC,W401061,3.0,EV,P,1132.8,EHB0802956000AM-20,1133.0,1,IPAMMK0F,,,0.0,,SWCG,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-01,2024-03-12,2024-03-12,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,116.0,LOUISVILLE,38.2526647,-85.7584557
879,PFCH,W4C0584,11050.0,0.0,,KY,LOUISVILLE,ASSOCIATED PACKAGING INC,W400584,11.0,EV,P,4318.8,EHT0612956000AM-20,4320.0,5,IPAMMK0F,,,0.0,,SWCG,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-04,2024-02-12,2024-02-19,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,116.0,LOUISVILLE,38.2526647,-85.7584557
880,PFCH,W4C0584,11050.0,0.0,,KY,LOUISVILLE,ASSOCIATED PACKAGING INC,W401080,1.0,EV,P,1512.96,EHB0801976000AM-40,1513.0,1,IPAMMK0F,,,0.0,,SWCG,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-04,2024-03-12,2024-03-12,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,116.0,LOUISVILLE,38.2526647,-85.7584557
881,PFCH,W4C0620,29661.0,1770.12,10:00:00,FL,TAMPA,QUICK PACK,W400620,1.0,EV,P,5804.84,PSB0301501476QA02-168P,1784.0,4,IPHQMK95,MATSON-AM,PFCHAA0F,5.97,,SWKM,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-04,2024-02-27,2024-03-01,2024-03-01,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,167.0,TAMPA,27.9516896,-82.4587527
